CASRN	DOM_MFG_LB	IMPORTED_LB	VOLUME_EXPORTED
177591-49-0	0	13994	0
1332-58-7	611242646	376803171	27259556
68891-06-5	0	0	0
16924-00-8	495541	0	319329
82324-60-5	0	0	0
58089-99-9	341752	0	14710
25359-84-6	0	71249	0
67701-09-1	0	0	0
13813-79-1	68039	0	41730
75-24-1	0	0	0
223129-76-8	0	0	0
35835-94-0	0	0	0
61791-57-9	68039	0	50902
70729-68-9	0	0	0
7758-19-2	0	5839082	341996
25637-99-4	0	0	0
2934-05-6	150350	0	0
1312-43-2	93969	0	485
1079350-84-7	0	0	0
1345-25-1	173731	0	19056
115-27-5	0	373038	21715
68131-13-5	0	0	110677
94-60-0	0	0	0
112-18-5	240887	14864	1131
95-38-5	226806	0	227649
27546-07-2	7257478	200000	498952
68608-65-1	0	0	0
39278-27-8	172365	0	0
12013-10-4	0	0	0
209356-14-9	0	0	0
10508-09-5	0	0	0
110-88-3	0	0	0
68476-25-5	0	36000	0
68552-19-2	16193	0	8328
38970-76-2	0	0	0
39322-78-6	0	0	32559
55107-14-7	0	0	0
18169-57-8	0	0	0
57855-77-3	0	376	0
111174-60-8	0	0	0
14464-46-1	5930362	0	0
108-99-6	0	118980	0
91081-53-7	0	0	0
67762-64-5	0	0	0
68130-34-7	0	18000	0
9005-07-6	1306937	0	178498
165445-23-8	35294	0	0
100-99-2	0	0	0
37286-64-9	403813	0	0
142-73-4	0	38239	0
75-03-6	14039	0	907
7486-38-6	0	0	0
111-76-2	2112552	3591328	20237
97-90-5	0	0	0
10028-22-5	0	0	0
124-09-4	0	0	0
13530-50-2	657824	46771	365775
35272-27-6	0	0	0
6055-52-3	117245	0	106958
102093-68-5	0	0	0
90218-35-2	0	0	69777
8012-89-3	0	22000	0
101-67-7	0	60601	0
68526-90-9	0	0	0
10049-04-4	603342574	0	0
90194-45-9	276349	54520	55718
838-85-7	59874	0	12247
73138-80-4	0	0	0
65996-77-2	14191816089	988858355	528558931
19900-65-3	0	150883	0
16389-88-1	0	0	0
202148-91-2	423373	0	0
118208-02-9	0	0	0
383-63-1	0	0	0
129828-16-6	212503421	0	84090160
24800-25-7	0	0	0
1327-41-9	7756430	0	181800
100402-75-3	0	0	0
106-31-0	0	0	0
60-29-7	0	106029	0
8049-17-0	0	21282207	4229
4819-67-4	0	0	0
7757-88-2	1571494	0	0
68527-22-0	127005864	0	0
1309-42-8	96406500	1191286	256036
17766-26-6	0	0	0
995-33-5	0	0	0
109037-74-3	0	0	0
51390-19-3	0	0	0
68610-11-7	258863	0	0
15471-17-7	0	0	0
68814-89-1	1179340162	0	0
124-28-7	392660	0	1616
1854-26-8	543627	0	229190
110615-47-9	0	76799	0
80146-17-4	0	0	0
78-04-6	0	0	0
1204515-04-7	0	0	0
1302-76-7	0	20000	0
108866-68-8	0	0	0
2601-33-4	0	0	0
12019-52-2	14969	0	0
110-00-9	0	0	0
3844-45-9	0	0	0
30113-45-2	0	211	0
8007-02-1	0	20440	4410
63393-82-8	163041144	0	3328676
993-16-8	0	0	0
1314-28-9	12701	0	0
53220-22-7	0	0	0
6528-34-3	305328	523029	37601
98-55-5	0	199878	27358
8013-07-8	23523586	3719572	1021862
1758-73-2	0	5616193	0
61789-51-3	0	0	10115
546-89-4	0	0	0
85763-69-5	15830	0	998
68966-36-9	593005	0	14743
39669-97-1	0	0	0
1204213-34-2	0	0	0
4500-29-2	64943	0	0
106-15-0	0	0	0
84605-28-7	0	0	0
116265-68-0	201834	0	124506
70750-47-9	20277	0	0
55954-19-3	0	0	0
7782-92-5	0	0	0
67892-37-9	0	0	0
7758-89-6	635029	0	0
34416-92-7	0	0	0
111-86-4	0	570075	0
64900-65-8	0	0	0
693-33-4	0	0	0
68259-36-9	0	0	0
26780-96-1	0	516997	30999
96294-16-5	0	0	0
63774-55-0	0	0	0
658052-10-9	0	0	0
19423-76-8	0	0	0
6842-15-5	0	0	0
51410-72-1	0	0	0
140-11-4	0	114067	13738
68990-20-5	0	0	0
16731-55-8	0	73500	0
75-75-2	0	162063	0
139504-68-0	0	0	0
1070-00-4	0	0	0
75-78-5	0	0	0
7790-92-3	0	0	0
91672-41-2	737947	0	10534
8014-95-7	16945783	7323988	12972314
38668-48-3	0	0	0
5258-64-0	0	0	0
84170-27-4	0	0	0
75113-50-7	0	0	0
64742-22-9	2946443451	0	618875114
7447-40-7	61100283	206565225	3101111
68140-00-1	0	24766	16997
620-17-7	741431	567472	886125
119-65-3	0	80235	0
130498-22-5	437381	0	0
36890-68-3	0	472630	0
68955-29-3	81990864	0	0
25973-55-1	0	299722	0
10025-67-9	0	0	0
26576-46-5	0	0	0
3681-73-0	0	0	0
68002-84-6	0	0	0
513-79-1	171912	299290	190285
40027-38-1	36287	0	0
58944-89-1	4080299	0	0
68187-59-7	0	13340935	0
54464-57-2	0	83702	0
68526-43-2	140096	0	56365
2272-11-9	49644	0	5581
10099-59-9	0	0	20401
822-06-0	0	99654	0
329065-12-5	1484829398	49391927	29097043
8004-92-0	0	0	0
10042-76-9	199313	636425	24948
3081-01-4	0	0	0
68037-92-3	62233	0	0
7558-79-4	2408206	381408	83924
27905-45-9	0	0	0
68308-22-5	0	0	0
203588-70-9	423373	0	0
64742-59-2	18120215757	290268870	0
43151-71-9	0	17667	0
68092-47-7	11986	0	0
89392-03-0	0	0	0
64743-01-7	0	0	0
67953-76-8	35380	0	272
73138-45-1	0	0	0
68953-98-0	14515	0	91
31756-97-5	0	0	0
68186-14-1	0	0	0
105-74-8	0	0	0
865-47-4	0	0	0
2896-70-0	0	0	0
66072-38-6	0	0	0
99422-01-2	0	0	0
919-30-2	1495243	26308	853530
72903-27-6	0	0	0
80-07-9	0	0	0
9011-29-4	0	18960	0
112-25-4	0	0	0
68475-80-9	0	0	0
7785-84-4	0	0	1416339
78-33-1	321560	0	48234
18127-01-0	0	0	0
37340-60-6	16910	0	0
30599-15-6	0	0	0
6413-10-1	0	78676	21004
73665-18-6	40056143	1317780	0
164383-22-6	63503	0	0
61790-50-9	2904530	242065	0
176487-49-3	0	30005	0
13601-08-6	0	0	0
144-55-8	19309	1826785	76084
7758-09-0	0	126226	5000
1312-76-1	0	32895	0
73772-46-0	0	0	0
1067-25-0	0	0	0
23850-94-4	0	0	0
128-44-9	0	573939	0
61788-46-3	7629165	23133	128920
3173-53-3	0	0	0
13252-13-6	0	0	0
68814-47-1	726746298	0	5369542
9003-22-9	0	39916	0
67762-38-3	186277205	18931063	44888
93918-10-6	27802	0	1009
68988-69-2	226418	0	14515
108818-88-8	48286	0	0
141-57-1	0	0	0
1302-74-5	0	26245653	0
64741-95-3	2679677396	382521	0
37439-34-2	0	0	0
68478-34-2	4989516	0	0
102-87-4	89122	0	0
90826-33-8	250649	0	0
68410-98-0	407016598	204116567	0
65997-06-0	0	14425	0
68909-76-2	0	0	0
68333-78-8	0	0	0
1477-55-0	0	4987285	0
7757-79-1	1098702	240712	572869
65997-16-2	0	9751071	106804
67762-30-5	0	379456	0
12604-53-4	0	10359984	0
9016-88-0	0	0	0
354-25-6	0	0	0
79-34-5	177208	0	138068
68477-74-7	203927418	0	0
68515-40-2	0	0	129
121-44-8	0	181902	17933
112-84-5	5351936	2256803	1780347
84-74-2	0	858172	922
68647-72-3	0	16471	0
61260-55-7	0	0	0
32171-39-4	0	0	0
73018-91-4	0	0	0
50530-45-5	0	0	0
7440-03-1	340392	487426	166700
92-77-3	0	0	0
181028-79-5	0	459693	25855
32588-76-4	0	0	0
1312-81-8	0	197911	0
2835-68-9	0	0	0
56973-85-4	0	0	0
78-79-5	0	41229527	217176
919-94-8	0	0	0
37294-49-8	4982	0	4807
67762-52-1	281227	0	86183
69493-47-6	0	0	0
1569-01-3	0	47405	4541
866-82-0	13709	0	0
85566-12-7	0	9866	0
43224-75-5	11583	0	0
78521-39-8	0	0	0
628-94-4	0	0	0
68425-47-8	544311	0	800
140-93-2	0	27200	0
25265-71-8	2830546	888610	10401
3039-83-6	0	0	0
143-23-7	0	0	0
147732-60-3	301475	0	169178
12403-82-6	41642	0	0
68910-48-5	0	0	0
68442-91-1	566429	0	154221
3520-72-7	0	11725	499
1709-70-2	0	0	0
68039-39-4	0	0	0
25034-71-3	0	12636	16
100-48-1	0	0	0
72361-54-7	90156	0	38102
121-63-1	0	0	0
68526-86-3	0	0	0
70084-85-4	0	0	0
15647-08-2	293728	0	293115
42783-06-2	0	13428	0
1310-65-2	0	0	838692
151841-65-5	62300	47956	0
22722-98-1	0	0	0
1319-77-3	0	0	2585477
28901-77-1	0	0	0
616-23-9	0	0	0
90-04-0	0	15000	0
68648-53-3	0	0	0
7783-20-2	2167462466	168962509	750383249
84961-70-6	6091508	529672	2836370
947-19-3	0	133293	0
68527-13-9	214976324	0	0
64741-92-0	640222937	0	100987983
26678-93-3	0	377997	154230
61790-33-8	13127324	8165	1289746
867040-07-1	197360	0	0
126-92-1	87026	0	980
106246-33-7	0	16409	0
68583-66-4	0	0	0
68155-65-7	0	0	0
302790-70-1	0	0	0
598-56-1	0	0	2734
68647-77-8	225718	0	144280
68608-80-0	0	0	0
78169-20-7	0	0	0
113569-14-5	44969	0	0
68515-48-0	0	2106213	0
37242-45-8	72011	0	2608
19430-93-4	0	0	0
68081-78-7	0	95528	0
110-71-4	0	0	0
8061-53-8	11242740	0	54431
30785-74-1	0	18348	0
540-97-6	0	0	0
120-82-1	0	0	0
68081-96-9	989356	21948	21368
68647-58-5	0	0	0
13826-83-0	0	38041	0
127-68-4	0	0	39787
108-20-3	0	0	0
7789-18-6	0	120365	0
68937-40-6	0	0	0
565-62-8	0	0	0
13586-84-0	0	0	85910
20241-76-3	0	0	0
10545-99-0	0	0	0
1934-21-0	0	0	0
28348-53-0	0	0	170801
74-89-5	0	112412	0
57171-56-9	12428	162051	281
108083-43-8	0	0	0
13939-25-8	0	364028	0
36671-85-9	0	19050	0
12542-85-7	0	0	0
68814-95-9	0	0	0
25713-60-4	0	345180	0
75-15-0	73972	1073200	0
137-03-1	0	0	0
23235-61-2	0	0	0
366-18-7	14742	26794	590
6386-38-5	0	0	0
34274-28-7	34927	0	0
98516-30-4	0	0	0
29320-38-5	0	1978580	0
158706-62-8	0	0	0
75-04-7	238036	0	0
68153-66-2	15137	0	236
68603-87-2	0	0	0
52085-24-2	0	0	0
27794-93-0	15092	0	328
2897-60-1	251656	0	16090
66492-51-1	0	0	0
90826-31-6	5913900	0	0
8030-76-0	0	0	0
143701-81-9	0	0	0
63302-64-7	266533	0	0
201687-57-2	1562242	0	12022
108797-84-8	0	0	0
1317-39-1	0	0	0
119-36-8	0	3185805	23192
68551-17-7	0	0	1403
115829-36-2	0	0	0
94825-60-2	0	0	0
7758-95-4	6067549	0	5338545
26401-35-4	36935	11340	0
99811-86-6	13050	0	13050
14323-43-4	111044	0	0
127153-83-7	0	0	0
6422-83-9	0	0	0
1758-88-9	0	0	0
7783-07-5	0	0	0
6440-58-0	0	0	0
107-06-2	5591226904	7257478	535606208
66-25-1	0	0	0
50-70-4	20562440	1297700	2193582
99-94-5	0	0	0
67762-85-0	11971	0	0
3049-71-6	0	0	0
9014-01-1	0	109234	0
61790-18-9	1758345	0	0
58567-11-6	0	0	0
68002-73-3	0	24766	13122
88-68-6	0	0	0
68333-27-7	0	0	0
63568-32-1	0	0	0
68513-95-1	0	0	0
688-84-6	0	0	0
64741-67-9	127005864	0	0
31512-74-0	1036933	0	0
51178-75-7	1351705	0	1002439
25722-66-1	0	46912	0
2409-55-4	0	0	0
141-17-3	1228772	0	0
133986-51-3	452340	0	187787
115-84-4	102599	0	0
136-99-2	60968	0	0
3748-13-8	1170722	0	0
393-75-9	0	80231	0
27252-87-5	358086	0	0
81782-77-6	0	106	0
110057-45-9	0	0	0
103-54-8	0	160	0
126-30-7	799503	5745712	36287
13887-00-8	353114	0	0
66455-14-9	0	50660	13260
68131-72-6	300095	0	19322
26654-39-7	0	0	0
65859-45-2	0	0	0
68526-53-4	0	0	0
6683-19-8	0	1179124	0
592-42-7	91205	0	0
26266-57-9	755152	0	8670
7783-82-6	0	0	0
91-63-4	0	29852	0
85508-00-5	50734	0	48000
3811-73-2	3470082	0	0
148788-55-0	435856	0	83271
71077-05-9	0	0	0
142-72-3	0	0	0
693217-63-9	1769545	0	0
112-35-6	787511	366205	0
102268-15-5	0	695997	0
28706-33-4	0	0	0
40372-72-3	180788	394797	0
6362-80-7	0	0	0
1078712-76-1	132552	0	0
7726-95-6	114318	0	0
68583-56-2	0	0	0
70024-75-8	0	0	0
3687-45-4	17288	0	0
41098-56-0	0	0	0
5116-94-9	72529	0	0
9010-69-9	0	0	0
644-97-3	0	0	0
77-92-9	29769240	64333577	92376
95-63-6	156740	1720655	1690
17863-38-6	0	33225	0
61789-75-1	0	144000	0
112-63-0	0	0	0
2082-81-7	0	0	0
7699-43-6	20316636	13357238	5
78-62-6	0	0	0
27593-14-2	0	0	0
7440-55-3	572	64503	1045
26842-43-3	0	0	0
1078712-57-8	0	0	0
123-28-4	733459	119404	65317
71808-30-5	21318841	0	0
1847-58-1	0	0	0
21799-87-1	0	26525	21800
10588-01-9	92040460	39996	23165466
7704-34-9	6599337674	3268932501	815871200
13674-84-5	19646362	1254485	2946954
111-78-4	0	0	0
151789-07-0	0	0	0
111-75-1	0	0	0
7732-18-5	0	11966218	0
101-86-0	0	3142	0
68132-60-5	14464	0	0
7440-50-8	1275638790	105656163	90290075
69430-24-6	0	0	0
110-98-5	66674	0	0
64741-44-2	42351794195	1651486492	4517934061
101-68-8	226796	1201894	0
1078141-97-5	141521	0	95254
95154-01-1	0	62752	62752
760-67-8	0	0	0
67701-29-5	0	0	463
150339-33-6	0	44401	0
2764-13-8	0	0	0
507-55-1	0	100135	0
3731-51-9	0	0	0
1068-27-5	0	0	0
2235-54-3	0	0	0
57-11-4	68132658	4894141	286436
68514-35-2	141530	0	0
68514-38-5	0	0	0
65114-02-5	0	0	0
98-54-4	2991932	369998	0
68541-50-4	279753	0	0
868-77-9	38760	983300	0
67801-01-8	44784	0	0
68585-47-7	2147348	0	38080
66197-78-2	11792	0	0
13361-34-7	0	0	0
67859-51-2	0	0	0
23128-74-7	0	0	0
21324-40-3	0	0	0
6600-31-3	0	0	0
68188-83-0	0	0	52467
14887-42-4	0	0	0
1561-92-8	0	0	0
68921-67-5	0	0	0
55-63-0	3455194	0	0
68921-42-6	0	0	0
84605-29-8	0	0	0
67812-17-3	0	0	0
60506-81-2	0	0	0
111-87-5	21376794	341126	2733109
68919-06-2	82100219	0	0
27216-37-1	0	0	0
1116-70-7	0	0	0
3147-75-9	0	76160	0
110-03-2	0	0	0
505-48-6	0	0	0
6300-50-1	0	0	0
136-30-1	1729500	0	37914
20526-58-3	259583	0	0
69012-18-6	914442	22007395	0
10101-41-4	348308682	27790339	0
15245-12-2	0	0	0
7440-32-6	15433712	40480617	98052
203588-71-0	423373	0	0
69029-45-4	1587573	0	0
68989-98-0	6190666	0	0
405160-18-1	0	0	0
5590-18-1	0	23746	1591
64742-58-1	0	77122525	0
36290-04-7	0	0	0
70983-91-4	0	0	0
115-21-9	0	0	0
4455-26-9	492247	0	0
68910-94-1	0	0	0
629-50-5	28440242	0	2549652
27253-31-2	1740389	0	31933
22326-55-2	0	2017006	0
106-94-5	0	0	0
2216-51-5	0	0	11646
25395-31-7	0	63408	0
10099-58-8	120761	0	0
14960-06-6	0	0	0
142-47-2	0	152856	19051
68527-06-0	0	0	0
382-28-5	0	0	0
68154-31-4	0	0	0
6041-94-7	0	19359	0
60768-10-7	0	27941	0
123-95-5	1283337	0	6804
68919-36-8	23133	0	0
614-45-9	0	0	0
66071-86-1	0	0	0
73138-44-0	0	0	0
7778-77-0	652200	4625033	4179490
64743-00-6	0	0	0
20748-72-5	0	0	0
8050-25-7	0	0	0
220727-26-4	29961	24968	24726
104-91-6	0	0	0
110-63-4	0	2543817	0
142-62-1	0	0	0
69011-71-8	51680788	12603241	146855
10024-47-2	0	0	0
65520-42-5	190786	0	0
13927-71-4	0	308442	46221
68603-01-0	0	0	0
15708-41-5	0	0	0
74-95-3	0	0	0
112-24-3	0	444146	0
80584-91-4	0	0	0
63089-86-1	175350	0	0
71878-19-8	0	163069	0
364776-94-3	0	0	0
107-83-5	175093103	0	0
111-82-0	0	0	0
77-48-5	0	0	0
25322-17-2	0	0	0
553-72-0	131395	0	0
52997-43-0	0	0	0
32002-24-7	0	48000	0
68299-02-5	25835	0	0
603-36-1	0	0	0
69011-74-1	464218843	0	0
118-69-4	0	681320	0
97898-34-5	0	0	0
526-73-8	0	0	0
8050-09-7	34654911	8262528	0
37247-91-9	285898364	15445165	15445165
15834-04-5	0	0	0
105-37-3	0	0	0
693-36-7	1009243	0	8165
557-05-1	10275069	569056	696139
9004-62-0	0	0	0
119-40-4	0	0	0
56275-01-5	0	29620	0
68513-66-6	444198205	0	317641942
1317-61-9	401664	2530942	14969
3739-67-1	0	0	0
104-54-1	0	0	8063
12185-10-3	6242272	6242272	0
15790-07-5	0	0	0
565-80-0	0	0	0
106-91-2	0	721338	0
68391-01-5	0	0	0
1948-33-0	0	0	0
2432-74-8	0	0	0
112-05-0	9167465	0	848036
7646-79-9	182018	51651	1310
94-75-7	0	0	0
7681-82-5	18946	0	0
64742-06-9	195044719	0	0
54839-24-6	0	22082	0
12007-89-5	0	0	0
72-17-3	0	0	211508
31570-04-4	0	1361974	0
123464-54-0	0	0	0
72162-28-8	0	0	0
57499-57-7	0	0	0
68783-11-9	0	0	0
65381-09-1	0	0	0
68513-13-3	99790321	0	0
104-76-7	57691	7740281	1019403
103-26-4	0	416	0
109-13-7	0	0	0
100765-57-9	0	0	0
61789-44-4	0	64011	0
25085-99-8	49641	0	3256
5333-42-6	0	86642	68000
61789-01-3	2167531	0	152535
1323-65-5	638913	0	3034
68476-54-0	474568729	0	0
4088-22-6	0	0	0
67701-30-8	0	0	0
9017-33-8	37050	0	0
67763-18-2	61426	0	0
75-33-2	0	0	0
71598-16-8	0	0	0
78-78-4	2997679679	23472603	163679
52829-07-9	0	184648	0
33513-44-9	0	0	0
95-74-9	0	0	0
7487-94-7	42194	0	0
68855-54-9	0	1251461	0
54300-24-2	0	0	0
1116-73-0	0	0	0
10213-78-2	0	0	62777
544-92-3	0	73045	15000
68153-30-0	0	0	84368
236391-76-7	0	0	0
7440-47-3	4526010	83837112	299389072
1118729-23-9	0	0	0
37220-82-9	363901	0	16136
68649-11-6	2331976	0	298332
106-89-8	61253	75396	0
102923-00-2	542742	0	7086
116912-64-2	19059	0	5206
762-75-4	0	0	0
25448-25-3	589609	0	20610
143-22-6	0	354002	0
112-69-6	0	0	0
72030-25-2	0	0	0
68990-02-3	0	0	0
13103-52-1	78471	0	31842
67762-73-6	0	0	0
93-29-8	0	64	0
72480-57-0	5766973	0	0
3495-36-1	0	89811	16329
151006-62-1	0	0	0
110-58-7	36168	0	0
74-31-7	0	0	0
7560-83-0	0	0	0
54464-54-9	0	0	0
68647-75-6	237280	0	40832
71011-25-1	359967	0	0
112-40-3	0	0	4294152
115-83-3	0	0	90957
68475-58-1	4786278522	0	0
67784-86-5	77733	0	0
120-83-2	0	0	0
115-96-8	0	0	0
101-65-5	246248	0	0
18162-48-6	0	0	0
65122-06-7	0	0	0
118-96-7	0	0	0
67701-11-5	76545351	0	0
111-65-9	189056	0	0
69-65-8	0	70237	0
68440-25-5	225649	0	0
75-18-3	11548381	0	0
139-13-9	0	0	0
555-34-0	7460	0	7460
96992-71-1	0	0	0
68937-41-7	1639794	0	245969
25322-68-3	710407	7255114	710407
68398-19-6	0	0	0
132778-08-6	0	38554	0
928-65-4	0	0	0
64741-53-3	262192682	0	0
120-51-4	0	155077	25842
27774-13-6	62030	0	0
71302-93-7	357943915	0	26610450
68515-49-1	222260	319910	0
12190-79-3	0	33793	33318
97-77-8	0	0	1000
8002-53-7	0	359996	0
151-13-3	0	0	0
147923-40-8	0	0	0
112-62-9	339287	0	0
57-48-7	0	0	0
65996-75-0	818660286	0	21772434
78-11-5	0	378428	0
355-43-1	0	0	0
68307-98-2	275784161	0	0
587-26-8	0	0	0
1078715-92-0	0	0	0
111-49-9	0	0	0
68071-36-3	36875	0	0
19889-37-3	0	0	0
103-09-3	0	0	0
445398-76-5	0	0	0
68334-00-9	0	0	0
12751-23-4	75186	0	0
471-34-1	24688033835	5509318	4465998
68154-28-9	0	22041	0
1077-56-1	23317	0	4301
97-52-9	0	0	0
25155-25-3	0	0	0
826-62-0	0	0	0
13462-86-7	0	13254	0
20279-69-0	21358	0	0
1918-00-9	278987	0	0
71342-77-3	0	31824	0
68604-46-6	0	0	0
8000-41-7	0	39702	16844
542-02-9	114331	0	114331
34689-46-8	0	0	0
75-86-5	110077507	0	0
949495-39-0	0	0	0
1888-87-5	0	0	0
42558-01-0	0	0	0
68081-77-6	0	0	0
7440-25-7	81462	344714	51589
8001-21-6	0	40000	0
46235-93-2	343897	0	0
12767-90-7	0	0	0
91783-21-0	0	4255	0
26896-48-0	0	78018	0
13170-23-5	0	0	0
68937-20-2	13120976	0	0
68584-23-6	0	21578	2404
3407-42-9	0	0	0
7320-34-5	5742355	4142866	5867207
10294-34-5	290299	0	290299
6294-31-1	0	0	0
60-12-8	0	6407	0
68526-57-8	0	0	0
90-00-6	524509	437640	129070
98-67-9	586979	0	0
79-14-1	175768	339721	0
5567-15-7	217358	292197	6447
29964-84-9	0	0	0
110-91-8	0	79832	1361
64741-96-4	82905431	206838	206838
16883-83-3	0	0	0
12040-43-6	0	0	54431
68308-74-7	0	0	0
68955-34-0	32539557	0	0
69012-51-7	1004999	0	276050
61788-90-7	3678656	0	332448
16090-14-5	0	0	0
590-19-2	0	0	0
144-83-2	0	65317	0
18868-43-4	0	0	0
29911-27-1	0	0	0
27253-29-8	0	0	635
540-59-0	73232	0	14529
97-39-2	0	138590	5949
8008-79-5	0	21600	9356
9035-99-8	0	149249	0
1103-39-5	0	0	3153
97-72-3	0	0	0
68072-38-8	22830	0	0
10361-37-2	4059573	51156	2193736
553-90-2	0	0	0
89686-69-1	0	0	0
189233-31-6	683836	0	0
8023-79-8	0	0	0
8027-33-6	0	0	0
1111-67-7	0	43552	43552
2426-08-6	109680	0	18597
470-55-3	0	0	0
68514-67-0	1589955	0	0
210555-94-5	0	0	0
4712-55-4	0	0	45679
68308-36-1	201043750	0	0
64742-46-7	34223469026	473540753	569125816
74-87-3	76206	0	31850
68608-79-7	0	62007	0
108-80-5	0	12878263	0
5964-35-2	0	0	26208
1003863-31-7	50644	0	0
116-16-5	0	0	0
66034-17-1	0	0	0
7681-38-1	239599137	6565	10392399
5392-40-5	0	69209	14340
2043-57-4	0	0	0
54914-85-1	0	281499	0
2627-95-4	0	0	0
71808-58-7	39486968	0	0
66241-11-0	0	0	0
1823-59-2	0	0	0
41253-21-8	0	0	0
13821-15-3	9335030	0	0
107-01-7	0	0	0
1317-82-4	3265865	0	33566
64475-85-0	3739455	0	0
61791-51-3	667348	0	0
58067-05-3	0	0	0
68002-97-1	0	42882	18728
28510-23-8	50437	0	0
3061-75-4	142428	102475	11601
120-46-7	64319	253551	0
4813-57-4	0	0	0
32954-43-1	0	0	0
99-71-8	0	0	0
4568-28-9	0	0	45691
52479-58-0	0	30391	0
55126-40-4	0	0	0
3001-61-4	0	0	0
50292-95-0	0	0	0
73003-78-8	0	0	0
10450-60-9	0	14800	0
123-81-9	116573	0	0
83926-73-2	0	0	0
28219-61-6	0	0	0
12034-59-2	0	42993	0
28629-66-5	0	18893	529
12772-47-3	68039	0	0
2997-92-4	0	0	0
1224877-20-6	0	0	0
7529-22-8	0	109746	0
373-61-5	0	79998	0
9000-69-5	0	20000	0
68131-31-7	0	0	0
135861-56-2	0	0	0
8050-15-5	0	0	2800
105-05-5	0	0	0
68476-49-3	0	0	0
13472-45-2	0	0	0
13463-40-6	0	0	0
13780-39-7	1179340	3628739	0
78-24-0	0	20000	0
111-11-5	0	0	0
30396-50-0	0	0	0
7558-80-7	6159180	1759841	847371
106276-80-6	0	0	0
75-09-2	429053	9274362	0
68131-71-5	444849	0	69901
56-23-5	1125181	346272	407125
2226-96-2	40823	36000	454
75-01-4	3765093441	0	987595784
5973-71-7	0	0	0
61789-39-7	0	0	0
7784-18-1	101862941	36065547	0
54579-44-1	0	0	0
61791-48-8	0	0	0
68605-97-0	0	0	0
7439-95-4	19645809	19400880	1745614
124018-38-8	0	280655	0
187026-95-5	0	33060	0
9003-13-8	0	665313	0
4792-15-8	0	0	0
426218-78-2	0	0	0
12047-27-7	117205	114200	167521
80443-63-6	0	0	0
1304-29-6	110877	0	104503
68937-73-5	40542	0	23140
68784-28-1	0	0	0
68410-63-9	11139305242	0	0
109-87-5	0	87005	0
3468-11-9	0	0	0
68784-93-0	19346	0	0
24634-61-5	0	379207	183530
314084-61-2	0	239497	0
55066-48-3	0	0	0
119345-01-6	0	0	0
75-23-0	16015	0	5015
25584-83-2	0	184519	0
7299-99-2	0	0	0
470-82-6	0	0	27595
1879-09-0	0	0	0
68424-51-1	0	0	0
5039-78-1	0	0	0
881692-01-9	0	0	0
10361-93-0	41683	0	0
129813-62-3	0	0	0
5205-93-6	0	0	0
68991-18-4	117691	0	0
68477-27-0	254170472	0	55981209
1643-19-2	0	71999	0
1306-06-5	9281825	0	2368563
51818-56-5	11839	0	0
89-00-9	0	258000	0
7791-20-0	467111	75979	6710
68130-15-4	0	0	0
64741-43-1	19606317941	669048746	117934016
67701-06-8	82190552	56181	0
61791-29-5	954846	0	36628
68476-26-6	0	0	0
12027-67-7	1043262	0	86183
12060-59-2	0	0	0
94317-64-3	0	0	0
164383-18-0	0	45853	0
68606-28-0	29311906	0	0
163292-61-3	11293222	0	37784
14802-03-0	37376	0	0
13360-78-6	0	45243	0
9040-38-4	826	0	797
865-33-8	0	0	89781
22831-39-6	137438	0	0
68478-00-2	102023775	0	0
102-70-5	0	0	0
68477-42-9	1908573682	0	0
1309-33-7	0	0	0
105-62-4	821410	0	0
139-07-1	4656054	0	528889
69-79-4	0	0	0
68201-60-5	86954	0	0
111-71-7	15973845	5	0
123-41-1	0	32791	0
27636-82-4	138798	0	121664
8052-42-4	14277358909	170085021	2185967237
736150-55-3	0	0	0
136-52-7	1245414	159200	151636
870-08-6	0	0	0
55818-57-0	0	22529	0
590-00-1	0	172857	0
69011-36-5	0	108409	0
68526-92-1	0	0	0
68988-56-7	0	0	0
5719-73-3	0	253456	0
3687-46-5	29086	0	0
13122-18-4	0	0	0
70892-34-1	0	0	0
70131-50-9	0	71849	0
68309-99-9	0	0	0
110-62-3	0	0	0
79-00-5	0	0	2875621
68955-67-9	203663	0	0
75627-12-2	77005	0	0
96-47-9	0	0	32
68611-55-2	0	0	0
120-93-4	63159	0	0
91-57-6	13755	0	0
15432-85-6	68956	0	0
68155-32-8	0	0	0
1319-46-6	0	0	271616
534-18-9	154630	0	29291
5989-27-5	469216	241476	91549
68139-30-0	4071312	0	10822
389623-01-2	0	0	0
9086-60-6	0	58810	0
90076-65-6	0	0	0
58823-09-9	0	0	0
9003-80-9	0	0	0
97722-02-6	0	444461	0
928-96-1	0	0	9350
109-38-6	35920	0	0
253873-84-6	0	0	0
39354-45-5	1029	0	993
2495-39-8	680389	13365	49895
68909-27-3	0	0	0
67711-91-5	951269382	0	8308905
5575-43-9	0	0	0
51919-48-3	52893	0	0
135-19-3	0	0	0
540-84-1	71764	295180133	0
20786-60-1	0	0	14406
1120-36-1	0	0	24779180
7440-21-3	24677131	98872184	3277835
2052-49-5	0	0	0
12174-11-7	0	0	0
68439-73-6	0	0	2994
68459-68-7	0	0	0
68478-27-3	81072934	0	0
65997-04-8	0	0	74179
67762-26-9	122651044	0	0
335-42-2	0	0	0
61790-63-4	228289	0	0
31831-53-5	0	0	0
68606-31-5	43093487	0	0
