CASRN	Name	Tm	Tb	rho	RI
5057-99-8	trans-1,2-Cyclopentanediol	319.15	499.15		
50594-66-6	Acifluorfen	437.45			
506-03-6	3-(Hexadecyloxy)-1,2-propanediol, (S)-	337.15			
506-12-7	Heptadecanoic acid	334.23	635.15	853.26	1.43426
506-13-8	16-Hydroxyhexadecanoic acid	369.65			
506-21-8	trans,trans-9,12-Octadecadienoic acid	301.65			
506-23-0	cis,trans,trans-9,11,13-Octadecatrienoic acid	322.15		902.85	1.51125
506-25-2	Isanic acid	312.65		930.945	1.491485
506-30-9	Eicosanoic acid	348.21	673.15	824.01	1.4251
506-31-0	trans-9-Eicosenoic acid	327.15			
506-32-1	5,8,11,14-Eicosatetraenoic acid, (all-cis)	235.15		908.22	1.48242
506-33-2	trans-13-Docosenoic acid	335.05		858.557	1.43471
506-37-6	cis-15-Tetracosenoic acid	316.15			
506-46-7	Hexacosanoic acid	360.85		819.81	1.43011
506-48-9	Octacosanoic acid	364.05		819.11	1.43131
506-50-3	Triacontanoic acid	366.75			1.43231
506-51-4	1-Tetracosanol	350.15			
506-52-5	1-Hexacosanol	353.15			
506-59-2	Dimethylamine hydrochloride	444.15			
506-68-3	Cyanogen bromide	325.15	334.65	2015.2	
506-77-4	Cyanogen chloride	266.6	286.15	1186.2	
506-78-5	Cyanogen iodide	419.85		2841.8	
506-80-9	Carbon diselenide	229.55	398.65	2682.32	1.84542
506-82-1	Dimethyl cadmium	270.48	378.65	1984.618	1.5488
506-85-4	Fulminic acid				
506-89-8	Urea hydrochloride				
506-93-4	Guanidine mononitrate	487.65			
506-96-7	Acetyl bromide	176.65	347.15	1662.516	1.44862
5061-21-2	3-Bromo-4,5-dihydro-2(3H)-furanone			1820	1.50592
50623-57-9	Butyl nonanoate	235.15		852.025	1.426225
50679-08-8	Terfenadine	423.35			
507-02-8	Acetyl iodide		382.15	2067.32	1.54912
507-09-5	Thioacetic acid	256.15	366.15	1064.2	1.46482
507-19-7	2-Bromo-2-methylpropane	256.35	346.45	1427.82	1.42782
507-20-0	2-Chloro-2-methylpropane	247.55	324.05	842.02	1.38572
507-25-5	Tetraiodomethane	444.15		4232	
507-32-4	Ethanearsonic acid	372.65			
507-36-8	2-Bromo-2-methylbutane		378.15	1197.18	1.4421
507-40-4	tert-Butyl hypochlorite		350.65	958.318	1.4032
507-42-6	Bromal hydrate	319.15		2566.14	
507-45-9	2,3-Dichloro-2-methylbutane		402.15	1069.615	1.445018
507-47-1	1-Amino-2,2,2-trichloroethanol	346.15			
507-55-1	1,3-Dichloro-1,1,2,2,3-pentafluoropropane		328.15	1552.5	
507-60-8	Scilliroside	442.15			
5076-20-0	Tetramethyloxirane		363.55	815.616	1.398416
5077-67-8	1-Hydroxy-2-butanone		433.15	1027.22	1.41892
50782-69-9	O-Ethyl S-[2-(diisopropylamino)ethyl] methylphosphonothioate				
508-02-1	Oleanolic acid				
508-32-7	Tricyclene	340.65	425.65	866.88	1.42968
508-44-1	Anemonin	431.15			
508-54-3	Hydroxycodeinone				
508-65-6	Germine	493.15			
508-75-8	Convallatoxin	511.15			
50876-33-0	1,1,3,3-Tetramethylcyclopentane	184.85	391.15	746.925	1.41252
5089-70-3	Triethoxy(3-chloropropyl)silane		124.15		
509-14-8	Tetranitromethane	287.05	398.75	1638.02	1.43842
509-15-9	Gelsemine	451.15			
509-20-6	Aconine	405.15			
51-03-6	Piperonyl butoxide			1052.5	
51-06-9	Procainamide	320.15			
51-12-7	Nialamide	427.15			
51-17-2	1H-Benzimidazole	445.35			
51-18-3	2,4,6-Tris(1-aziridinyl)-1,3,5-triazine				
51-20-7	5-Bromouracil	583.15			
51-21-8	5-Fluorouracil	557.15	642.15		
51-26-3	3,3',5-Triiodothyropropanoic acid	473.15			
51-28-5	2,4-Dinitrophenol	387.15		1683.24	
51-34-3	Scopolamine				
51-35-4	trans-4-Hydroxy-L-proline	547.15			
51-36-5	3,5-Dichlorobenzoic acid	460.55			
51-41-2	Norepinephrine				
51-43-4	Epinephrine	484.65			
51-44-5	3,4-Dichlorobenzoic acid	477.65			
51-45-6	Histamine	356.15			
51-48-9	L-Thyroxine	508.15			
51-50-3	N-(2-Chloroethyl)dibenzylamine				
51-52-5	2,3-Dihydro-6-propyl-2-thioxo-4(1H)-pyrimidinone	492.15			
51-55-8	Atropine	391.65			
51-56-9	Homatropine hydrobromide				
51-57-0	Methamphetamine hydrochloride	447.15			
51-61-6	Dopamine				
51-63-8	Dextroamphetamine sulfate	573.15		1152.5	
51-64-9	1-Phenyl-2-propylamine, (S)-	300.65	476.65	949.15	1.47042
51-66-1	N-(4-Methoxyphenyl)acetamide	400.35			
51-67-2	4-(2-Aminoethyl)phenol	437.65			
51-75-2	2-Chloro-N-(2-chloroethyl)-N-methylethanamine	213.15			
51-79-6	Ethyl carbamate	321.4	458.15	986.221	1.414451
51-80-9	N,N,N',N'-Tetramethylmethanediamine		356.65	749.118	
51-83-2	Carbachol	481.15			
510-15-6	Chlorobenzilate	312.15		1281.62	
510-20-3	Diethylpropanedioic acid				
510-35-0	Santonic acid	444.15			
510-90-7	Buthalital sodium				
5103-42-4	Hydrindantin				
511-07-9	Ergocristinine				
511-08-0	Ergocristine				
511-09-1	Ergocryptine				
511-10-4	Ergocryptinine				
511-18-2	24-Norcholan-23-oic acid, (5β)	450.15			
511-20-6	Ergostane, (5α)	358.15			
511-21-7	Ergostane, (5β)	337.15			
511-34-2	Spirostan-2,3,15-triol, (2α,3β,5α,15β,25R)-	554.65			
511-45-5	Pridinol	393.15			
511-70-6	2-Bromo-2-ethylbutanamide	340.15			
511-96-6	Spirostan-2,3-diol, (2α,3β,5α,25R)-	544.65			
512-04-9	Spirost-5-en-3-ol, (3β,25R)-	478.65			
512-12-9	5,5-Dipropyl-2,4-oxazolidinedione	315.65			
512-13-0	α-Fenchol, (-)-	314.65		903.484	
512-16-3	α-Ethyl-1-hydroxycyclohexaneacetic acid	354.65		1001.018	1.468018
512-48-1	2,2-Diethyl-4-pentenamide	348.65			
512-56-1	Trimethyl phosphate	227.15	470.35	1214.42	1.39672
512-69-6	Raffinose	353.15		1465.25	
512-85-6	Ascaridole	276.45		1010.32	1.47692
51207-31-9	2,3,7,8-Tetrachlorodibenzofuran	500.15			
51218-45-2	Metolachlor			1122	
51235-04-2	Hexazinone	390.35		1250	
5124-30-1	Methylenebis(4-cyclohexylisocyanate)			1066	1.49702
51282-49-6	Methyl 5-chloro-2-nitrobenzoate	321.65		1453.18	
513-02-0	Triisopropyl phosphate		492.15	986.72	1.40572
513-08-6	Tripropyl phosphate		525.15	1012.12	1.41652
513-12-2	2-(Ethylsulfonyl)ethanol				
513-31-5	2,3-Dibromo-1-propene		415.15	2034.525	1.541625
513-35-9	2-Methyl-2-butene	139.43	311.65	662.32	1.38742
513-36-0	1-Chloro-2-methylpropane	142.85	342.15	877.32	1.39842
513-37-1	1-Chloro-2-methylpropene		341.15	918.62	1.42212
513-38-2	1-Iodo-2-methylpropane		394.15	1603.52	1.49592
513-42-8	2-Methyl-2-propenol		387.65	851.52	1.42552
513-44-0	2-Methyl-1-propanethiol	128.31	361.65	835.72	1.43872
513-81-5	2,3-Dimethyl-1,3-butadiene	197.15	342.15	722.225	1.43942
513-88-2	1,1-Dichloroacetone		393.15	1304.18	
513-92-8	Tetraiodoethene	460.15		2983.2	
513-96-2	3,3,3-Trichloro-2-hydroxypropanenitrile	334.15			
51308-54-4	Buthiobate	305.15		1086.525	1.59626
51308-99-7	9-Chloro-1-nonanol	301.15			1.45752
51309-10-5	10-Chloro-1-decanol	285.65		963.025	1.45782
5131-58-8	4-Nitro-1,3-benzenediamine	434.15			
5131-60-2	4-Chloro-1,3-benzenediamine	364.15			
5131-66-8	1-Butoxy-2-propanol		445.15	882.2	1.41682
51338-27-3	Diclofop-methyl	315.25			
5137-45-1	1-Ethoxy-2-methoxyethane		361.15	846.025	1.384325
514-10-3	Abietic acid	446.65			
514-12-5	α,α'-Dibromo-d-camphor	334.15		1854.21	
514-73-8	Dithiazanine iodide				
514-92-1	3',4'-Didehydro-β,ψ-caroten-16'-oic acid	484.15			
5144-89-8	1,10-Phenanthroline monohydrate	366.15			
5145-99-3	Ethyl isopropyl sulfide	150.95	380.45	824.62	
51481-61-9	Cimetidine	415.15			
515-25-3	Betonicine				
515-40-2	(2-Chloro-1,1-dimethylethyl)benzene		500.15	1047.2	1.52472
515-42-4	Sodium benzenesulfonate	573.15			
515-46-8	Ethyl benzenesulfonate			1216.72	1.50812
515-49-1	Sulfathiourea	455.15			
515-59-3	Sulfamethylthiazole	510.15			
515-82-2	N-(2,2,2-Trichloro-1-hydroxyethyl)formamide	393.15			
515-83-3	2,2,2-Trichloro-1-ethoxyethanol	329.65	388.65	1143.4	
515-84-4	Ethyl trichloroacetate		440.15	1383.62	1.45052
515-94-6	3-Aminoalanine	383.15			
515-96-8	Aminooxoacetohydrazide				
5150-93-6	Butyl hydrogen succinate	281.75		1073.22	1.43602
51524-84-6	3-(Methylamino)benzoic acid	400.15			
5153-67-3	trans-(2-Nitrovinyl)benzene	330.15	528.15		
5159-41-1	2-Iodobenzenemethanol	365.15			1.63492
516-05-2	Methylmalonic acid	407.15		1455.2	
516-12-1	1-Iodo-2,5-pyrrolidinedione	473.65		2245.25	
516-54-1	3-Hydroxypregnan-20-one, (3α,5α)	450.15			
516-55-2	3-Hydroxypregnan-20-one, (3β,5α)	443.15			
516-58-5	Allopregnan-20β-ol-3-one	468.15			
516-78-9	Ergost-7-en-3-ol, (3β,5α)	419.15			
516-85-8	Ergosta-5,7,9(11),22-tetraen-3-ol, (3β,22E)-	419.15			
516-95-0	Cholestan-3-ol, (3α,5α)	458.65			
5161-13-7	cis-Tetrahydro-2,5-dimethylthiophene	184.15	415.65	922.22	1.47992
5162-03-8	2-Chlorobenzophenone	327.15	603.15		
5162-44-7	4-Bromo-1-butene		371.65	1323.02	1.46222
5162-48-1	2,2,4-Trimethyl-3-pentanol	260.15	424.15	829.72	1.42882
51630-58-1	Fenvalerate			1152.5	
51632-16-7	1-(Bromomethyl)-3-phenoxybenzene				
5166-53-0	5-Methyl-3-hexen-2-one			854.928	1.439522
5169-78-8	Tipepidine	338.15			
517-04-4	Estra-1,3,5(10)-triene-3,17-diol, (8α,17β)	454.15			
517-06-6	8-Isoestrone	527.15			
517-09-9	3-Hydroxyestra-1,3,5,7,9-pentaen-17-one	531.65			
517-10-2	Cholest-4-en-3-ol, (3β)	405.15			
517-18-0	Methallenestril	412.15			
517-22-6	3-Ethyl-2,4-dimethyl-1H-pyrrole	273.15	470.15	913.2	1.49612
517-23-7	3-Acetyldihydro-2(3H)-furanone			1184.62	1.45852
517-25-9	Trinitromethane	299.15		1479.2	1.445124
517-28-2	Hematoxylin	413.15			
517-51-1	5,6,11,12-Tetraphenylnaphthacene	605.65			
517-60-2	Benzenehexacarboxylic acid				
517-66-8	Dicentrine				
517-82-8	Echinochrome A				
517-92-0	Chrysamminic acid				
517-97-5	Tsuduranine	477.15			
51707-55-2	Thidiazuron				
5171-84-6	3,3,4,4-Tetramethylhexane		443.15	778.925	1.43682
51756-08-2	Methyl 2-ethylacetoacetate		455.15	995.14	
518-05-8	1,8-Naphthalenedicarboxylic acid	533.15			
518-17-2	Evodiamine	301.15			
518-28-5	Podophyllotoxin	456.15			
518-44-5	2-(3,6-Dihydroxy-9H-xanthen-9-yl)benzoic acid	399.15			
518-47-8	Fluorescein sodium				
518-61-6	10-[(Dimethylamino)acetyl]-10H-phenothiazine	417.65			
518-69-4	Corydaline	409.15			
518-75-2	Citrinin				
518-77-4	Corybulbine	510.65			
518-82-1	1,3,8-Trihydroxy-6-methyl-9,10-anthracenedione	530.15			
5183-77-7	trans-1,2-Dibromocyclohexane, (±)-	271.15		1775.92	1.544519
519-02-8	Matridin-15-one				1.528625
519-04-0	Anhalonine	359.15			
519-05-1	6-Formyl-2,3-dimethoxybenzoic acid	423.15			
519-09-5	Benzoylecgonine	468.15			
519-34-6	Maclurin	495.65			
519-37-9	Etofylline	431.15			
519-44-8	2,4-Dinitro-1,3-benzenediol	420.45			
519-62-0	β-Chlorophyll	398.15			
519-65-3	Dioxypyramidon	378.65			
519-72-2	N,N-Diethyl-α-phenylbenzenemethanamine	331.65			
519-73-3	Triphenylmethane	365.15	632.15	1014.99	1.583999
519-87-9	N,N-Diphenylacetamide	374.55			
519-95-9	Florantyrone	481.15			
5192-03-0	1H-Indol-5-amine	405.15			
5194-50-3	trans,cis-2,4-Hexadiene	177.05	356.15	718.525	1.45602
5194-51-4	trans,trans-2,4-Hexadiene	228.25	355.55	710.125	1.45102
52-01-7	Spironolactone		407.15		
52-24-4	Triethylenethiophosphoramide	324.65			
52-28-8	Codeine phosphate				
52-31-3	Cyclobarbital	446.15			
52-39-1	Aldosterone	439.65			
52-43-7	5,5-Diallyl-2,4,6(1H,3H,5H)-pyrimidinetrione	445.15			
52-46-0	Apholate	421.15			
52-49-3	Trihexyphenidyl hydrochloride	531.65			
52-51-7	2-Bromo-2-nitro-1,3-propanediol	404.65			
52-52-8	1-Aminocyclopentanecarboxylic acid				
52-53-9	Verapamil				1.544825
52-67-5	3-Mercapto-D-valine	471.65			
52-68-6	Trichlorfon	355.35		1732	
52-85-7	Famphur	330.15			
52-86-8	Haloperidol	424.65			
52-89-1	L-Cysteine, hydrochloride				
52-90-4	L-Cysteine				
520-03-6	2-Phenyl-1H-isoindole-1,3(2H)-dione	478.15			
520-18-3	Kaempferol	550.15			
520-26-3	Hesperidin	535.15			
520-33-2	Hesperetin	499.15			
520-36-5	Apigenin	620.65			
520-45-6	3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dione	382.15	543.15		
520-68-3	Echimidine				
520-69-4	3-Ethyl-2,4,5-trimethylpyrrole	339.65	487.15		
520-85-4	Medroxyprogesterone	487.65			
5205-34-5	5-Decanol	281.85	489.15	824.2	1.43332
521-04-0	Stigmasta-5,7-dien-3-ol, (3β)	417.65			
521-11-9	17-Hydroxy-17-methylandrostan-3-one, (5α,17β)	465.65			
521-12-0	Dromostanolone propanoate	403.15			
521-18-6	17-Hydroxyandrostan-3-one, (5α,17β)	454.15			
521-24-4	Sodium β-naphthoquinone-4-sulfonate				
521-31-3	5-Amino-2,3-dihydro-1,4-phthalazinedione	603.65			
521-35-7	Cannabinol	350.15			
521-74-4	5,7-Dibromo-8-quinolinol	469.15			
521-85-7	Corycavamine	422.15			
52152-71-3	2-Iodobutane, (±)-	168.95	391.15	1592.02	1.49912
5216-25-1	1-Chloro-4-(trichloromethyl)benzene		518.15	1446.32	
522-12-3	Quercitrin	443.15			
522-27-0	Di-2-furanylethanedione dioxime	440.15			
522-57-6	Papaveraldine	483.65			
522-66-7	Hydroquinine	445.65			
522-75-8	Δ2,2'(3H,3'H)-Bibenzo[b]thiophene-3,3'-dione	632.15			
5221-53-4	Dimethirimol	375.15			
52217-02-4	3-Hydroxy-2-butanone, (±)-	288.15	421.15	1004.42	1.41712
5223-59-6	1,2-Diphenylbutane		564.15	967.32	1.55542
523-27-3	9,10-Dibromoanthracene	499.15			
523-44-4	Orange I				
523-47-7	1,2,4a,5,8,8a-Hexahydro-4,7-dimethyl-1-isopropylnaphthalene, [1S-(1α,4aβ,8aα)]		547.15	923.02	1.50592
523-50-2	Isopsoralen	412.15			
523-80-8	Apiole	302.35	567.15	1015.2	1.53602
52315-07-8	Cypermethrin	343.15		1252	
5232-99-5	Ethyl 2-cyano-3,3-diphenyl-2-propenoate	383.65			
5234-68-4	Carboxin	369.15			
52387-50-5	4-Hexen-2-ol		410.65	840.518	1.43922
52390-72-4	2-Heptanol, (±)-		432.15	816.72	1.42102
524-15-2	4,8-Dimethoxyfuro[2,3-b]quinoline	415.15			
524-30-1	Fraxin	478.15			
524-36-7	Pyridoxamine dihydrochloride				
524-38-9	2-Hydroxy-1H-isoindole-1,3(2H)-dione	505.15			
524-40-3	Ricinine	474.65			
524-42-5	1,2-Naphthalenedione	419.15		1450.25	
524-63-0	Cupreine	475.15			
524-80-1	9H-Carbazole-9-acetic acid	488.15			
524-81-2	Mebhydroline	368.15			
524-96-9	Benzylimidobis(p-methoxyphenyl)methane	363.15			
5241-58-7	L-Phenylalaninamide	355.15			
5244-34-8	1,2-Bis(2-hydroxyethylthio)ethane	337.95			
525-06-4	Diphenylketene		540.65	1110.713	1.61514
525-37-1	1,6-Naphthalenedisulfonic acid				
525-64-4	9H-Fluorene-2,7-diamine	439.15			
525-66-6	Propranolol	369.15			
525-68-8	Galipine	388.65			
525-82-6	2-Phenyl-4H-1-benzopyran-4-one	369.85			
52562-19-3	2-(1-Methylvinyl)aniline			977.25	1.57222
5258-50-4	Tetrahydro-3-methyl-2H-thiopyran	213.15	431.25	947.32	1.49222
5259-88-1	Oxycarboxin	403.25			
5259-98-3	5-Chloro-1-pentanol				1.45182
526-08-9	Sulfaphenazole	454.15			
526-31-8	N-Methyl-L-tryptophan				
526-35-2	5-Methyl-3-allyl-2,4-oxazolidinedione				1.468825
526-55-6	1H-Indole-3-ethanol	332.15			
526-73-8	1,2,3-Trimethylbenzene	247.83	449.15	894.42	1.51392
526-75-0	2,3-Xylenol	345.85	490.03		1.54202
526-84-1	2,3-Dihydroxymaleic acid				
526-85-2	2,3,4-Trimethylphenol	354.15	509.15		
526-86-3	2,3-Dimethyl-2,5-cyclohexadiene-1,4-dione	328.15			
526-95-4	D-Gluconic acid	404.15			
526-99-8	Galactaric acid				
5263-87-6	6-Methoxyquinoline	299.65	579.15	1152.2	
52645-53-1	Permethrin	307.15		1232	
52663-71-5	2,2',3,3',4,4',6-Heptachlorobiphenyl	395.35			
52663-77-1	2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl	455.75			
527-07-1	Sodium gluconate				
527-09-3	Copper(II) gluconate	429.15			
527-17-3	2,3,5,6-Tetramethyl-2,5-cyclohexadiene-1,4-dione	384.84			
527-18-4	2,3,5,6-Tetramethyl-1,4-benzenediol	506.15			
527-20-8	2,3,4,5,6-Pentachloroaniline	507.05			
527-35-5	2,3,5,6-Tetramethylphenol	391.15	521.15		
527-50-4	L-Xylulose				
527-52-6	Digitoxose	385.15			
527-53-7	1,2,3,5-Tetramethylbenzene	249.35	471.15	890.32	1.51302
527-54-8	3,4,5-Trimethylphenol	381.15	522.15		
527-60-6	2,4,6-Trimethylphenol	345.25	494.15		
527-61-7	2,6-Dimethyl-2,5-cyclohexadiene-1,4-dione	345.65		1047.928	
527-62-8	2-Amino-4,6-dichlorophenol	368.65			
527-69-5	2-Furancarbonyl chloride	272.15	446.15	1324.25	1.53102
527-72-0	2-Thiophenecarboxylic acid	400.95	535.15		
527-73-1	2-Nitro-1H-imidazole				
527-84-4	1-Isopropyl-2-methylbenzene	201.65	451.15	876.62	1.50062
527-85-5	2-Methylbenzamide	420.15			
527-89-9	2-Hydroxybenzenecarbodithioic acid	322.15			
527-93-5	Diploicin	505.15			
52708-03-9	4-Nonanol		465.65	828.22	1.41972
5271-38-5	2-(Methylthio)ethanol			1063.2	1.48613
5271-67-0	2-Thiophenecarbonyl chloride		553.15		
5274-68-0	Dodecyltetraethylene glycol monoether				
5274-70-4	2-Hydroxy-3-nitrobenzaldehyde	382.65			
528-21-2	1-(2,3,4-Trihydroxyphenyl)ethanone	446.15			
528-29-0	1,2-Dinitrobenzene	388.95	592.15	1311.912	1.56517
528-44-9	1,2,4-Benzenetricarboxylic acid	492.15			
528-45-0	3,4-Dinitrobenzoic acid	438.15			
528-48-3	Fisetin	603.15			
528-53-0	Delphinidin	623.15			
528-71-2	1-Phenazinol	431.15			
528-75-6	2,4-Dinitrobenzaldehyde	344.95			
528-76-7	2,4-Dinitrobenzenesulfenyl chloride	372.15			
528-79-0	2-Isopropyl-5-methylphenyl acetate		518.15	1009.9	
528-81-4	6-Deoxy-L-ascorbic acid	441.15			
5281-13-0	Piprotal				
5281-18-5	Benzaldehyde hydrazone	289.15			
5283-66-9	Trichlorooctylsilane		505.15		1.44802
5284-66-2	1-Propanesulfonic acid	281.15		1251.625	
5285-87-0	Phenyl thiocyanate		505.65	1153.18	
52896-87-4	4-Isopropylheptane		434.15	735.425	1.41532
529-16-8	2,3-Dimethyl-2-norbornene		413.65	869.817	1.468817
529-17-9	8-Methyl-8-azabicyclo[3.2.1]octane		439.15	925.115	
529-19-1	2-Methylbenzonitrile	262.65	478.15	995.52	1.52792
529-20-4	2-Methylbenzaldehyde		468.15	1032.82	1.54622
529-21-5	3-Ethyl-4-methylpyridine		471.15	928.617	
529-23-7	2-Aminobenzaldehyde	313.65			
529-28-2	1-Iodo-2-methoxybenzene		514.15	1820	
529-33-9	1,2,3,4-Tetrahydro-1-naphthol	307.65	528.15	1099.62	1.56382
529-34-0	1-Tetralone	281.15		1098.816	1.56722
529-35-1	5,6,7,8-Tetrahydro-1-naphthol	341.15	539.15	1055.675	
529-36-2	1-Naphthalenethiol			1160.72	1.68022
529-38-4	3-(Benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, ethyl ester, [1R-(exo,exo)]	382.15			
529-65-7	N-Ethyl-N-phenylacetamide	328.15	533.15	993.86	
529-84-0	6,7-Dihydroxy-4-methyl-2H-1-benzopyran-2-one	548.15			
529-86-2	9-Anthracenol	425.15			
529-92-0	Cusparine	365.15			
52918-63-5	Deltamethrin	373.55			
5292-21-7	Cyclohexaneacetic acid	302.05	518.15	1042.318	1.47752
5292-43-3	tert-Butyl bromoacetate				1.44302
5292-53-5	Diethyl benzylidenemalonate	305.15		1104.52	1.53892
53-03-2	17,21-Dihydroxypregna-1,4-diene-3,11,20-trione				
53-05-4	Tetrahydrocortisone	463.15			
53-06-5	17,21-Dihydroxypregn-4-ene-3,11,20-trione	495.15			
53-16-7	Estrone	533.35		1236.25	
53-19-0	Mitotane	349.35			
53-34-9	Fluprednisolone	483.15			
53-39-4	Oxandrolone	509.15			
53-41-8	3-Hydroxyandrostan-17-one, (3α,5α)	458.15			
53-46-3	Methantheline bromide	447.65			
53-59-8	Coenzyme II				
53-70-3	Dibenz[a,h]anthracene	542.15			
53-84-9	Coenzyme I				
53-86-1	Indomethacin	433.15			
53-89-4	Benzpiperylon				
53-96-3	2-(Acetylamino)fluorene	466.15			
530-14-3	1-[4-(β-D-Glucopyranosyloxy)phenyl]ethanone	468.65			
530-40-5	N,N-Diethyl-4-pyridinecarboxamide				1.5252
530-43-8	Chloramphenicol palmitate	363.15			
530-44-9	[4-(Dimethylamino)phenyl]phenylmethanone	365.65			
530-48-3	1,1-Diphenylethene	281.35	550.15	1023.22	1.60852
530-50-7	1,1-Diphenylhydrazine	323.65		1190.16	
530-55-2	2,6-Dimethoxy-2,5-cyclohexadiene-1,4-dione	529.15			
530-57-4	4-Hydroxy-3,5-dimethoxybenzoic acid	477.65			
530-59-6	Sinapinic acid				
530-62-1	N,N'-Carbonyldiimidazole	392.15			
530-78-9	2-[[3-(Trifluoromethyl)phenyl]amino]benzoic acid	406.65			
530-85-8	3-(2-Nitrophenyl)-2-propynoic acid				
530-91-6	1,2,3,4-Tetrahydro-2-naphthol	288.65			
530-93-8	3,4-Dihydro-2(1H)-naphthalenone	291.15	510.15	1105.527	1.55982
53022-14-3	Bornyl 3-methylbutanoate, (1R)-		530.65	955.25	
5307-02-8	2-Methoxy-1,4-benzenediamine	380.15			
5307-14-2	2-Nitro-1,4-benzenediamine	413.15			
531-02-2	[1,1'-Biphenyl]-3,3',5,5'-tetrol	583.15			
531-18-0	Hexamethylolmelamine	410.15			
531-29-3	Coniferin	459.15			
531-37-3	2-Methoxyphenol benzoate	330.65			
531-39-5	2-Methoxyphenyl pentanoate		538.15	1052.5	
531-59-9	7-Methoxy-2H-1-benzopyran-2-one	391.45			
531-75-9	Esculin	478.15			
531-81-7	2-Oxo-2H-1-benzopyran-3-carboxylic acid				
531-84-0	Hexadecyl 3-hydroxy-2-naphthalenecarboxylate	345.65			
531-85-1	[1,1'-Biphenyl]-4,4'-diamine, dihydrochloride	573.15			
531-91-9	N,N'-Diphenyl-[1,1'-biphenyl]-4,4'-diamine	520.15			
531-95-3	Equol	462.65			
5314-37-4	[1,1'-Biphenyl]-4,4'-disulfonic acid	345.65			
5314-55-6	Ethyltrimethoxysilane		396.05	948.82	1.38382
53152-98-0	3-Methylpiperidine, (±)-	245.95	398.15	844.626	1.44702
53178-20-4	2-Chlorobutane	141.85	344.15	873.22	1.39712
53188-23-1	β-D-Fructose			1602	
532-03-6	Methocarbamol	366.15			
532-18-3	N-2-Naphthyl-2-naphthalenamine	445.35	744.15		
532-24-1	8-Methyl-8-azabicyclo[3.2.1]octan-3-one	316.15	500.15	1987.21	1.45981
532-27-4	α-Chloroacetophenone	329.65	520.15	1324.15	
532-28-5	α-Hydroxybenzeneacetonitrile	263.15		1120	
532-32-1	Sodium benzoate	573.15			
532-34-3	Indalone		536.15	1057.2	1.47525
532-40-1	Thiamine O-phosphate, chloride	473.15			
532-48-9	Euparin	394.65			
532-54-7	α-Oxobenzeneacetaldehyde aldoxime	402.15			
532-82-1	4-(Phenylazo)-1,3-benzenediamine monohydrochloride	391.65			
532-96-7	Benzo-2-phenylhydrazide	441.15	587.15		
53230-10-7	Mefloquine	451.35			
5325-97-3	1,2,3,4,5,6,7,8-Octahydrophenanthrene	289.85	568.15	1026.2	1.556917
5326-23-8	6-Chloro-3-pyridinecarboxylic acid				
5326-47-6	2-Amino-5-iodobenzoic acid				
5327-44-6	1-Methoxy-3,5-dinitrobenzene	378.45		1558.12	
5328-01-8	1-Ethoxynaphthalene	278.65	553.15	1060.2	1.595325
5329-12-4	(2,4,6-Trichlorophenyl)hydrazine	416.15			
533-17-5	N-(2-Chlorophenyl)acetamide	359.85			
533-18-6	2-Methylphenyl acetate		481.15	1053.315	1.50022
533-30-2	6-Benzothiazolamine	360.15			
533-31-3	1,3-Benzodioxol-5-ol	338.05			
533-32-4	N,N-Diethyl-3-methylbutanamide		484.15	876.42	1.44222
533-45-9	5-(2-Chloroethyl)-4-methylthiazole			1233.25	
533-48-2	Desthiobiotin	430.15			
533-49-3	L-Erythrose				
533-50-6	L-Erythrulose				
533-58-4	2-Iodophenol	316.15		1875.78	
533-60-8	2-Hydroxycyclohexanone				1.478521
533-67-5	D-2-Deoxyribose	363.15			
533-68-6	Ethyl 2-bromobutanoate		450.15	1327.32	1.44752
533-70-0	2,4-Diiodoaniline	368.65		2748.25	
533-73-3	1,2,4-Benzenetriol	413.65			
533-74-4	Dazomet	379.15			
533-75-5	2-Hydroxy-2,4,6-cycloheptatrien-1-one	323.15			
533-98-2	1,2-Dibromobutane	207.75	434.15	1791.52	1.40252
5331-43-1	Carbobenzoxyhydrazine	342.65			
5332-06-9	4-Bromobutanenitrile		471.15	1496.72	1.48182
5332-24-1	3-Bromoquinoline	286.45	548.15		1.66412
5332-25-2	6-Bromoquinoline	297.15	554.15		
5332-26-3	N-(Bromomethyl)phthalimide	424.65			
5332-52-5	1-Undecanethiol	271.65	530.55	844.82	1.45852
5332-73-0	3-Methoxy-1-propanamine		386.15	872.72	1.43912
5337-36-0	Trihexyl borate				
5337-93-9	1-(4-Methylphenyl)-1-propanone	280.35	509.15	992.62	1.52782
534-07-6	1,3-Dichloroacetone	318.15	446.55	1382.646	1.47164
534-13-4	N,N'-Dimethylthiourea	336.95			
534-15-6	Dimethylacetal	159.95	336.15	850.12	1.36682
534-22-5	2-Methylfuran	181.95	337.05	913.22	1.43422
534-26-9	4,5-Dihydro-2-methyl-1H-imidazole	380.15	469.65		
534-52-1	2-Methyl-4,6-dinitrophenol	359.15			
534-59-8	Butylpropanedioic acid	377.65			
534-84-9	2-(1-Piperidinylmethyl)cyclohexanone				
534-85-0	N-Phenyl-1,2-benzenediamine	352.65	586.15		
